"county","district","cds","ts2_col","ts2_col1","ts2_col1a","ts2_col2","ts2_col3","ts2_col3a","ts2_id"
"01","10017","0110017",1,"EMERG/  ","INTERN","","","",3594
"01","10017","0110017",2,"PRELIM   ","AND ","CLEAR","","",3595
"01","61119","0161119",1,"BA          ","","","","",1582
"01","61119","0161119",2,"BA+30        ","","","","",1583
"01","61119","0161119",3,"BA+45        ","","","","",1584
"01","61119","0161119",4,"BA+60      ","","","","",1585
"01","61119","0161119",5,"BA+75              ","","","","",1586
"01","61127","0161127",1,"BA<60     ","OR","MA","","",1019
"01","61127","0161127",2,"BA+60    ","OR  ","MA+12   ","","",1020
"01","61127","0161127",3,"BA+75       ","OR","MA+24","","",1021
"01","61143","0161143",1,"BA  ","EMERG/ ","INTERN","","",4983
"01","61143","0161143",2,"BA+24  ","","","","",4984
"01","61143","0161143",3,"BA+36  ","","","","",4985
"01","61143","0161143",4,"BA+48 ","OR","MA","","",4986
"01","61143","0161143",5,"BA+60 OR   ","BA+42+MA ","OR MA+12","","",4987
"01","61143","0161143",6,"BA+72 OR  ","BA+54+MA","OR MA+24","","",4988
"01","61143","0161143",7,"BA+84 OR   ","BA+66+MA","OR MA+36","","",4989
"01","61150","0161150",1,"INTERN  ","EMERG ","","","",3543
"01","61150","0161150",2,"BA+30      ","","","","",3544
"01","61150","0161150",3,"BA+45               ","     ","","","",3545
"01","61150","0161150",4,"BA+60      ","","","","",3546
"01","61150","0161150",5,"BA+75        ","","","","",3547
"01","61150","0161150",6,"BA+85        ","","","","",3548
"01","61150","0161150",7,"BA+95            ","","","","",3549
"01","61176","0161176",1,"BA                  ","","",,,63
"01","61176","0161176",2,"BA+45            ","","",,,64
"01","61176","0161176",3,"BA+60            ","","",,,65
"01","61176","0161176",4,"BA+75            ","","",,,66
"01","61192","0161192",1,"BA             ","","","","",4371
"01","61192","0161192",2,"BA+15    ","","","","",4372
"01","61192","0161192",3,"BA+30    ","","","","",4373
"01","61192","0161192",4,"BA+45    ","","","","",4374
"01","61192","0161192",5,"BA+60    ","","","","",4375
"01","61192","0161192",6,"BA+90  ","OR","MA+30  ","","",4376
"01","61200","0161200",1,"BA         ","NON-CRED ","","","",4795
"01","61200","0161200",2,"BA+15       ","NON-CRED ","","","",4797
"01","61200","0161200",3,"BA+30       ","NON-CRED ","","","",4799
"01","61200","0161200",4,"BA+45       ","NON-CRED ","","","",4801
"01","61200","0161200",5,"BA+CRED        ","","","","",4796
"01","61200","0161200",6,"BA+15+CRED      ","","","","",4798
"01","61200","0161200",7,"BA+30+CRED      ","","","","",4800
"01","61200","0161200",8,"BA+45+CRED      ","","","","",4802
"01","61200","0161200",9,"BA+60+CRED      ","","","","",4803
"01","61200","0161200",10,"BA+75+CRED          ","","","","",4804
"01","61234","0161234",1,"BA+30               ","     ","","","",1159
"01","61234","0161234",2,"BA+45               ","   ","","","",1160
"01","61234","0161234",3,"BA+60               ","   ","","","",1161
"01","61234","0161234",4,"BA+75               ","         ","","","",1162
"01","61242","0161242",1,"INTERN          ","","","","",2357
"01","61242","0161242",2,"PROV        ","","","","",2358
"01","61242","0161242",3,"BA<30            ","","","","",2359
"01","61242","0161242",4,"BA+30               ","           ","","","",2360
"01","61242","0161242",5,"BA+45               ","     ","","","",2361
"01","61242","0161242",6,"BA+60               ","   ","","","",2362
"01","61242","0161242",7,"BA+75               ","         ","","","",2363
"01","61259","0161259",1,"BA                ","","","","",3860
"01","61259","0161259",2,"BA+30          ","","","","",3861
"01","61259","0161259",3,"BA+45          ","","","","",3862
"01","61259","0161259",4,"BA+60        ","","","","",3863
"01","61259","0161259",5,"BA+75          ","","","","",3864
"01","61259","0161259",6,"BA+90            ","","","","",3865
"01","61291","0161291",1,"BA          ","TO","44","","",1077
"01","61291","0161291",2,"BA+45               "," ","","","",1078
"01","61291","0161291",3,"BA+60            ","","","","",1079
"01","61291","0161291",4,"BA+70            ","","","","",1080
"01","61291","0161291",5,"BA+80          ","","","","",1081
"01","61291","0161291",6,"BA+90        ","","","","",1082
"01","61291","0161291",7,"BA+100          ","","","","",1083
"01","61309","0161309",1,"BA<45  ","","","","",5086
"01","61309","0161309",2,"BA+45","","","","",5087
"01","61309","0161309",3,"BA+60","","","","",5088
"01","61309","0161309",4,"BA+75","","","","",5089
"01","61309","0161309",5,"BA+90  ","","","","",5090
"01","75093","0175093",1,"BA<45      ","EMERG ","","","",4773
"01","75093","0175093",2,"BA+45  ","EMERG ","","","",4774
"01","75093","0175093",3,"BA<45            ","","","","",4775
"01","75093","0175093",4,"BA+45         ","","","","",4776
"01","75093","0175093",5,"BA+60            ","","","","",4777
"01","75093","0175093",6,"BA+75      ","","","","",4778
"01","75101","0175101",1,"BA<30","NON-CRED","","","",1789
"01","75101","0175101",2,"BA+30","NON-CRED","","","",1791
"01","75101","0175101",3,"BA+45","NON-CRED","","","",1793
"01","75101","0175101",4,"BA<30","","","","",1790
"01","75101","0175101",5,"BA+30","","","","",1792
"01","75101","0175101",6,"BA+45","","","","",1794
"01","75101","0175101",7,"BA+60","","","","",1795
"01","75101","0175101",8,"BA+75","","","","",1796
"03","73981","0373981",1,"PRELIM  ","CRED","","","",1365
"03","73981","0373981",2,"BA+CRED    ","","","","",1366
"03","73981","0373981",3,"BA+30  ","","","","",1367
"03","73981","0373981",4,"BA+45","OR","MA","","",1368
"03","73981","0373981",5,"BA+60  ","OR","MA+15","","",1369
"03","73981","0373981",6,"BA+75","OR","MA+30","","",1370
"04","10041","0410041",1,"EMERG","INTERN","","","",206
"04","10041","0410041",2,"BA/ ","DSC ","","","",207
"04","10041","0410041",3,"BA+24    ","","","","",208
"04","10041","0410041",4,"BA+45","OR","MA","","",238
"04","10041","0410041",5,"BA+60  ","OR","MA+15","","",245
"04","61382","0461382",1,"BA+30      ","","","","",5073
"04","61382","0461382",2,"BA+45      ","","","","",5074
"04","61382","0461382",3,"BA+60  ","","","","",5075
"04","61382","0461382",4,"BA+75  ","","","","",5076
"04","61408","0461408",1,"BA+30","","","","",4946
"04","61408","0461408",2,"BA+45","","","","",4947
"04","61408","0461408",3,"BA+60","OR","MA","","",4948
"04","61408","0461408",4,"BA+75 ","OR","MA+15","","",4949
"04","61424","0461424",1,"BA          ","TO","44","","",1963
"04","61424","0461424",2,"BA+45       ","","","","",1964
"04","61424","0461424",3,"BA+60               ","  ","","","",1965
"04","61432","0461432",1,"BA                  ","                    ","    ",,,2436
"04","61432","0461432",2,"BA+30               ","               ","",,,2437
"04","61432","0461432",3,"BA+45               ","         ","",,,2438
"04","61432","0461432",4,"BA+60               ","                    ","         ",,,2439
"04","61499","0461499",1,"BA+30      ","","","","",4128
"04","61499","0461499",2,"BA+45        ","","","","",4129
"04","61499","0461499",3,"BA+60    ","","","","",4130
"04","61507","0461507",1,"BA+30      ","","","","",463
"04","61507","0461507",2,"BA+45    ","","","","",464
"04","61507","0461507",3,"BA+60    ","","","","",465
"04","61507","0461507",4,"BA+75    ","","","","",466
"04","61515","0461515",1,"BA  ","OR","BA+15","","",3518
"04","61515","0461515",2,"BA+30  ","OR","MA","","",3519
"04","61515","0461515",3,"BA+45","OR","MA+15","","",3524
"04","61515","0461515",4,"BA+60 ","OR","MA+30","","",3536
"04","61523","0461523",1,"BA+44               ","                    ","                   ",,,5069
"04","61523","0461523",2,"BA+45               ","                    ","                   ",,,5070
"04","61523","0461523",3,"BA+60               ","                    ","         ",,,5071
"04","61531","0461531",1,"BA+30              ","","",,,4066
"04","61531","0461531",2,"BA+45              ","","",,,4067
"04","61531","0461531",3,"BA+60               ","   ","",,,4068
"04","61549","0461549",1,"BA     ","TO","44","","",1628
"04","61549","0461549",2,"BA+45    ","","","","",1629
"04","61549","0461549",3,"BA+60        ","","","","",1630
"04","73379","0473379",1,"BA+30          ","","","","",4377
"04","73379","0473379",2,"BA+45  ","","","","",4378
"04","73379","0473379",3,"BA+60          ","","","","",4379
"04","73379","0473379",4,"BA+75","OR","MA","","",4380
"04","75507","0475507",1,"BA        ","","",,,1084
"04","75507","0475507",2,"BA+30    ","","",,,1085
"04","75507","0475507",3,"BA+45          ","","",,,1086
"04","75507","0475507",4,"BA+60      ","","",,,1087
"04","75507","0475507",5,"BA+75    ","","",,,1088
"05","10058","0510058",1,"BA+30        ","","","","",2898
"05","10058","0510058",2,"BA+45        ","","","","",2899
"05","10058","0510058",3,"BA+60","OR","MA","","",2900
"05","10058","0510058",4,"BA+75","OR","MA+15","","",2901
"05","10058","0510058",5,"BA+90 ","OR","MA+30","","",2902
"05","10058","0510058",6,"BA+30    ","SPEC ED","","","",2903
"05","10058","0510058",7,"BA+45    ","SPEC ED","","","",2904
"05","10058","0510058",8,"BA+60 ","OR MA","SPEC ED","","",2905
"05","10058","0510058",9,"BA+75","OR MA+15","SPEC ED","","",2906
"05","10058","0510058",10,"BA+90  ","OR MA+30","SPEC ED","","",2907
"05","61556","0561556",1,"BA","","","","",1217
"05","61556","0561556",2,"BA+30  ","","","","",1218
"05","61556","0561556",3,"BA+36  ","","","","",1229
"05","61556","0561556",4,"BA+42  ","","","","",1230
"05","61556","0561556",5,"BA+48    ","","","","",1231
"05","61556","0561556",6,"BA+54  ","","","","",1232
"05","61556","0561556",7,"BA+60  ","","","","",1238
"05","61556","0561556",8,"BA+66      ","","","","",1239
"05","61556","0561556",9,"BA+72      ","","","","",1240
"05","61556","0561556",10,"BA+78            ","","","","",1241
"05","61556","0561556",11,"BA+84        ","","","","",1242
"05","61556","0561556",12,"BA+90      ","","","","",1247
"05","61564","0561564",1,"BA  ","","","","",1518
"05","61564","0561564",2,"BA+45","","","","",1519
"05","61564","0561564",3,"BA+60  ","","","","",1520
"05","61564","0561564",4,"BA+75","","","","",1521
"05","61564","0561564",5,"BA+90  ","","","","",1522
"05","61572","0561572",1,"INTERN      ","","","","",2500
"05","61572","0561572",2,"BA+24        ","","","","",2501
"05","61572","0561572",3,"BA+36          ","","","","",2502
"05","61572","0561572",4,"BA+48          ","","","","",2503
"05","61572","0561572",5,"BA+60  ","","","","",2504
"05","61572","0561572",6,"BA+72      ","","","","",2505
"05","61580","0561580",1,"NON-CRED"," ","  ","","",608
"05","61580","0561580",2,"BA+30           ","   ","","","",616
"05","61580","0561580",3,"BA+45  ","OR","MA+30","","",628
"05","61580","0561580",4,"BA+60","OR","MA+45  ","","",633
"05","61580","0561580",5,"BA+75","OR","MA+60","","",634
"05","61580","0561580",6,"BA+90 ","OR","MA+75","","",637
"05","61580","0561580",7,"BA+105 ","OR","MA+90","","",638
"05","61580","0561580",8,"BA+120  ","OR","MA+105","","",639
"06","10066","0610066",1,"INTERN","","","","",2106
"06","10066","0610066",2,"BA+30","","","","",2107
"06","10066","0610066",3,"BA+45","","","","",2108
"06","10066","0610066",4,"BA+60","","","","",2109
"06","10066","0610066",5,"BA+75","","","","",2110
"06","61598","0661598",1,"BA+15    ","","","","",3525
"06","61598","0661598",2,"BA+30  ","","","","",3526
"06","61598","0661598",3,"BA+45","OR","MA","","",3527
"06","61598","0661598",4,"BA+60","OR","MA+15","","",3528
"06","61598","0661598",5,"BA+80      ","OR","MA+30","","",3529
"06","61606","0661606",1,"BA        ","","","","",4540
"06","61606","0661606",2,"BA+30        ","","","","",4541
"06","61606","0661606",3,"BA+45","OR","MA","","",4542
"06","61606","0661606",4,"BA+60","OR","MA+15","","",4543
"06","61606","0661606",5,"BA+75  ","OR","MA+30","","",4544
"06","61614","0661614",1,"BA/","INTERN  ","","","",4447
"06","61614","0661614",2,"BA+30               ","   ","","","",4448
"06","61614","0661614",3,"BA+45","OR","MA","","",4449
"06","61614","0661614",4,"BA+60  ","OR","MA+15","","",4450
"06","61614","0661614",5,"BA+75 ","OR","MA+30","","",4451
"06","61622","0661622",1,"NON-CRED            ","                    ","  ","","",4166
"06","61622","0661622",2,"BA+CRED          ","OR ","BA+CLAD ","","",4167
"06","61622","0661622",3,"BA+45+CRED          ","OR     ","BA+45+CLAD","","",4168
"06","61622","0661622",4,"BA+60+CRED","OR","BA+60+CLAD","","",4169
"06","61622","0661622",5,"BA+75+CRED","OR","BA+75+CLAD","","",4170
"07","10074","0710074",1,"BA                  ","                    ","  ","","",4636
"07","10074","0710074",2,"BA+15               ","                  ","","","",4637
"07","10074","0710074",3,"BA+30               ","                    ","  ","","",4638
"07","10074","0710074",4,"BA+45               ","                  ","","","",4639
"07","10074","0710074",5,"BA+45+MA    ","","","","",4708
"07","10074","0710074",6,"BA+60               ","                    ","  ","","",4640
"07","10074","0710074",7,"BA+60+MA    ","","","","",4709
"07","10074","0710074",8,"BA+75               ","            ","","","",4641
"07","10074","0710074",9,"BA+75+MA       ","","","","",4710
"07","10074","0710074",10,"BA+90               ","                    ","    ","","",4642
"07","10074","0710074",11,"BA+90+MA         ","      ","","","",4711
"07","61630","0761630",1,"BA","PERMIT","","","",114
"07","61630","0761630",2,"BA+CRED","","","","",116
"07","61630","0761630",3,"BA+30","","","","",120
"07","61630","0761630",4,"BA+45","","","","",176
"07","61630","0761630",5,"BA+60","","","","",177
"07","61630","0761630",6,"BA+75  ","","","","",178
"07","61648","0761648",1,"BA      ","","","","",146
"07","61648","0761648",2,"BA+15  ","","","","",147
"07","61648","0761648",3,"BA+30  ","","","","",148
"07","61648","0761648",4,"BA+45    ","","","","",149
"07","61648","0761648",5,"BA+60    ","","","","",150
"07","61648","0761648",6,"BA+75    ","","","","",151
"07","61648","0761648",7,"BA+90  ","","","","",152
"07","61655","0761655",1,"NON-CRED            ","","","","",4975
"07","61655","0761655",2,"BA         ","","","","",4976
"07","61655","0761655",3,"BA+30        ","","","","",4977
"07","61655","0761655",4,"BA+45    ","","","","",4978
"07","61655","0761655",5,"BA+60    ","","","","",4979
"07","61655","0761655",6,"BA+75    ","","","","",4980
"07","61655","0761655",7,"BA+90        ","","","","",4981
"07","61697","0761697",1,"BA   ","NON-CRED ","","","",1163
"07","61697","0761697",2,"BA+15  ","NON-CRED","","","",1164
"07","61697","0761697",3,"BA+CRED          ","","","","",1165
"07","61697","0761697",4,"BA+45+CRED          ","","","","",1166
"07","61697","0761697",5,"BA+60+CRED          ","","","","",1167
"07","61697","0761697",6,"BA+75+CRED          ","  ","","","",1168
"07","61705","0761705",1,"BA<15","NON-CRED","","","",4339
"07","61705","0761705",2,"BA<30 ","NON-CRED","","","",4340
"07","61705","0761705",3,"BA+30 ","NON-CRED","","","",4342
"07","61705","0761705",4,"BA+45 ","NON-CRED","","","",4343
"07","61705","0761705",5,"BA+60  ","NON-CRED","","","",4349
"07","61705","0761705",6,"BA<45 ","CRED ","","","",4354
"07","61705","0761705",7,"BA+45 ","CRED ","","","",4356
"07","61705","0761705",8,"BA+60","CRED ","","","",4358
"07","61705","0761705",9,"BA+75 ","CRED ","","","",4360
"07","61705","0761705",10,"BA+90 ","CRED ","","","",4362
"07","61713","0761713",1,"BA","","","","",4841
"07","61713","0761713",2,"BA+30","","","","",4842
"07","61713","0761713",3,"BA+45","","","","",4843
"07","61713","0761713",4,"BA+60","","","","",4844
"07","61713","0761713",5,"BA+75","","","","",4845
"07","61721","0761721",1,"BA+INTERN","","","","",4014
"07","61721","0761721",2,"BA+30","","","","",4015
"07","61721","0761721",3,"BA+45","OR ","BA+30+MA ","","",4016
"07","61721","0761721",4,"BA+60 OR BA+45+MA","","","","",4017
"07","61721","0761721",5,"BA+75","OR","BA+60+MA","","",4018
"07","61721","0761721",6,"BA+78","OR","BA+63+MA","","",4019
"07","61721","0761721",7,"BA+81","OR","BA+66+MA","","",4020
"07","61721","0761721",8,"BA+84","OR","BA+69+MA","","",4021
"07","61721","0761721",9,"BA+87","OR ","BA+72+MA","","",4022
"07","61721","0761721",10,"BA+90 ","OR","BA+75+MA","","",4023
"07","61739","0761739",1,"NON-CRED      ","I ","","","",2676
"07","61739","0761739",2,"NON-CRED   ","II","","","",2677
"07","61739","0761739",3,"BA+30      ","","","","",2678
"07","61739","0761739",4,"BA+45    ","","","","",2679
"07","61739","0761739",5,"BA+60  ","","","","",2680
"07","61739","0761739",6,"BA+75    ","","","","",2681
"07","61739","0761739",7,"BA+90    ","","","","",2682
"07","61747","0761747",1,"BA                  ","","",,,2377
"07","61747","0761747",2,"BA+45              ","","",,,2378
"07","61747","0761747",3,"BA+60               "," ","",,,2379
"07","61747","0761747",4,"BA+75               ","   ","",,,2380
"07","61762","0761762",1,"BA+29               ","  ","","","",4888
"07","61762","0761762",2,"BA+30","","","","",4889
"07","61762","0761762",3,"BA+45 ","OR","MA+15","","",4890
"07","61762","0761762",4,"BA+60 ","OR","MA+30","","",4891
"07","61762","0761762",5,"BA+75 ","OR","MA+45","","",4892
"07","61770","0761770",1,"BA ","NON-CRED ","","","",3017
"07","61770","0761770",2,"BA+CRED             ","     ","","","",3018
"07","61770","0761770",3,"BA+30+CRED          ","    ","","","",3019
"07","61770","0761770",4,"BA+45+CRED          ","        ","","","",3020
"07","61770","0761770",5,"BA+60+CRED          ","  ","","","",3021
"07","61770","0761770",6,"BA+75+CRED          ","        ","","","",3022
"07","61788","0761788",1,"BA  ","","","","",3567
"07","61788","0761788",2,"BA+15      ","","","","",3568
"07","61788","0761788",3,"BA+30+CRED      ","","","","",3569
"07","61788","0761788",4,"BA+45+CRED        ","","","","",3570
"07","61788","0761788",5,"BA+60+CRED      ","","","","",3571
"07","61788","0761788",6,"BA+75+CRED          ","  ","","","",3572
"07","61796","0761796",1,"BA<30","","","","",1859
"07","61796","0761796",2,"BA+30","OR ","BA+15+MA","","",1860
"07","61796","0761796",3,"BA+45","OR ","BA+30+MA","","",1873
"07","61796","0761796",4,"BA+60","OR  ","BA+45+MA","","",1907
"07","61804","0761804",1,"BA  ","NON-CRED","","","",1505
"07","61804","0761804",2,"BA+15","NON-CRED","","","",1506
"07","61804","0761804",3,"BA+30 ","NON-CRED","","","",1507
"07","61804","0761804",4,"BA+45 ","NON-CRED","","","",1508
"07","61804","0761804",5,"BA+60  ","NON-CRED","","","",1509
"07","61804","0761804",6,"BA+75","NON-CRED","","","",1510
"07","61804","0761804",7,"BA+CRED             ","       ","","","",1511
"07","61804","0761804",8,"BA+15+CRED          ","          ","","","",1512
"07","61804","0761804",9,"BA+30+CRED          ","        ","","","",1513
"07","61804","0761804",10,"BA+45+CRED          ","          ","","","",1514
"07","61804","0761804",11,"BA+60+CRED          ","        ","","","",1515
"07","61804","0761804",12,"BA+75+CRED          ","              ","","","",1516
"07","61812","0761812",1,"BA+CRED ","","","","",2975
"07","61812","0761812",2,"BA+45+CRED  ","","","","",2976
"07","61812","0761812",3,"BA+60+CRED          ","  ","","","",2977
"07","61812","0761812",4,"BA+75+CRED      ","","","","",2978
"08","61820","0861820",1,"BA+30  ","PRELIM  ","CRED","","",3110
"08","61820","0861820",2,"BA+45               ","       ","","","",3111
"08","61820","0861820",3,"BA+60","OR","MA+15","","",3112
"08","61820","0861820",4,"BA+75 ","OR","MA+30","","",3113
"09","10090","0910090",1,"BA+30 ","OR","MA","","",3847
"09","10090","0910090",2,"BA+45","OR","MA+15","","",3848
"09","10090","0910090",3,"BA+60","OR","MA+30","","",3849
"09","10090","0910090",4,"BA+75  ","OR","MA+45","","",3850
"09","61838","0961838",1,"BA+24               ","                    ","   ","","",1457
"09","61838","0961838",2,"BA+36               ","                 ","","","",1458
"09","61838","0961838",3,"BA+48","OR","MA","","",1459
"09","61838","0961838",4,"BA+60  ","OR","MA+12","","",1460
"09","61846","0961846",1,"INTERN ","","","","",4588
"09","61846","0961846",2,"BA+30               ","   ","","","",4584
"09","61846","0961846",3,"BA+45               ","           ","","","",4585
"09","61846","0961846",4,"BA+60               "," ","","","",4586
"09","61846","0961846",5,"BA+75               ","           ","","","",4587
"09","61853","0961853",1,"BA+EMERG           ","CRED","","","",1350
"09","61853","0961853",2,"BA+CRED             ","             ","","","",1351
"09","61853","0961853",3,"BA+42","OR","MA","","",1352
"09","61853","0961853",4,"BA+54  ","OR","BA+42+MA","","",1353
"09","61853","0961853",5,"BA+66","OR","BA+54+MA","","",1354
"09","61879","0961879",1,"BA+30      ","OR","CRED","","",1838
"09","61879","0961879",2,"BA+36               ","     ","","","",1839
"09","61879","0961879",3,"BA+48  ","OR","MA+6  ","","",1840
"09","61879","0961879",4,"BA+60    ","OR","MA+12","","",1841
"09","61879","0961879",5,"BA+72     ","OR","MA+24 ","","",1842
"09","61903","0961903",1,"BA","","","","",2527
"09","61903","0961903",2,"BA+15               ","           ","","","",2073
"09","61903","0961903",3,"BA+30               ","       ","","","",2074
"09","61903","0961903",4,"BA+45               ","       ","","","",2075
"09","61903","0961903",5,"BA+60               ","   ","","","",2076
"09","61903","0961903",6,"BA+75               ","   ","","","",2077
"09","61929","0961929",1,"BA<60               ","       ","","","",2285
"09","61929","0961929",2,"BA+60               ","         ","","","",2286
"09","61929","0961929",3,"BA+75               ","                    ","                  ","","",2287
"09","61945","0961945",1,"BA                  ","              ","",,,3043
"09","61945","0961945",2,"BA+12               "," ","",,,3044
"09","61945","0961945",3,"BA+24               ","   ","",,,3045
"09","61945","0961945",4,"BA+36               ","         ","",,,3046
"09","61945","0961945",5,"BA+48               ","                    "," ",,,3047
"09","61945","0961945",6,"BA+60               ","                 ","",,,3048
"09","61945","0961945",7,"BA+72               ","                    ","         ",,,3049
"09","61952","0961952",1,"BA+15               ","                   ","","","",529
"09","61952","0961952",2,"BA+30               ","               ","","","",530
"09","61952","0961952",3,"BA+42               ","                   ","","","",531
"09","61952","0961952",4,"BA+54               ","                 ","","","",532
"09","61952","0961952",5,"BA+66               ","                    ","             ","","",533
"09","61978","0961978",1,"BA+30        ","","",,,2397
"09","61978","0961978",2,"BA+45  ","","",,,2398
"09","61978","0961978",3,"BA+60  ","","",,,2399
"09","61978","0961978",4,"BA+78  ","","",,,2400
"09","73783","0973783",1,"BA+15","","","","",414
"09","73783","0973783",2,"BA+30  ","","","","",416
"09","73783","0973783",3,"BA+45","","","","",418
"09","73783","0973783",4,"BA+60","","","","",419
"09","73783","0973783",5,"BA+75","","","","",420
"10","62117","1062117",1,"BA TO 29  ","NON-CRED","","","",3422
"10","62117","1062117",2,"BA+30+CRED          ","  ","","","",3423
"10","62117","1062117",3,"BA+45          ","","","","",3424
"10","62117","1062117",4,"BA+60","OR","MA","","",3425
"10","62117","1062117",5,"BA+75              ","","","","",3426
"10","62117","1062117",6,"BA+75+MA            ","    ","","","",3427
"10","62125","1062125",1,"EMERG   ","INTERN","","","",2340
"10","62125","1062125",2,"BA+CRED             ","       ","","","",2341
"10","62125","1062125",3,"BA+30               ","       ","","","",2342
"10","62125","1062125",4,"BA+45               ","     ","","","",2343
"10","62125","1062125",5,"BA+60               ","     ","","","",2344
"10","62125","1062125",6,"BA+75               ","               ","","","",2345
"10","62158","1062158",1,"INTERN    ","EMERG","","","",4492
"10","62158","1062158",2,"BA+30               "," ","","","",4493
"10","62158","1062158",3,"BA+45  ","OR","BA+30+MA","","",4494
"10","62158","1062158",4,"BA+60","OR","BA+45+MA","","",4495
"10","62158","1062158",5,"BA+75               "," ","","","",4496
"10","62158","1062158",6,"BA+90               ","   ","","","",4497
"10","62158","1062158",7,"BA+60+MA            ","","","","",4498
"10","62158","1062158",8,"BA+60+MA+CLAD       ","                    ","   ","","",4499
"10","62166","1062166",1,"NON-CRED      ","","","","",4809
"10","62166","1062166",2,"BA+30    ","","","","",4810
"10","62166","1062166",3,"BA+45    ","","","","",4811
"10","62166","1062166",4,"BA+60    ","","","","",4812
"10","62166","1062166",5,"BA+75    ","","","","",4813
"10","62166","1062166",6,"BA+84    ","","","","",4814
"10","62166","1062166",7,"NON-CRED   ","NURSE/SLP","","","",4815
"10","62166","1062166",8,"BA+30    ","NURSE/SLP","","","",4816
"10","62166","1062166",9,"BA+45   ","NURSE/SLP","","","",4817
"10","62166","1062166",10,"BA+60     ","NURSE/SLP","","","",4818
"10","62166","1062166",11,"BA+75     ","NURSE/SLP","","","",4819
"10","62166","1062166",12,"BA+84   ","NURSE/SLP","","","",4820
"10","62166","1062166",13,"NON-CRED   ","195 DAYS ","","","",4821
"10","62166","1062166",14,"BA+30  ","195 DAYS ","","","",4822
"10","62166","1062166",15,"BA+45  ","195 DAYS ","","","",4823
"10","62166","1062166",16,"BA+60    ","195 DAYS ","","","",4824
"10","62166","1062166",17,"BA+75     ","195 DAYS ","","","",4825
"10","62166","1062166",18,"BA+84","195 DAYS ","","","",4826
"10","62166","1062166",19,"BA+75   ","200-218 DAYS","","","",4827
"10","62166","1062166",20,"BA+84  ","200-218 DAYS","","","",4828
"10","62240","1062240",1,"BA    ","","",,,2249
"10","62240","1062240",2,"BA+15  ","","",,,2250
"10","62240","1062240",3,"BA+30  ","","",,,2251
"10","62240","1062240",4,"BA+45  ","","",,,2252
"10","62240","1062240",5,"BA+45+MA  ","","",,,2253
"10","62240","1062240",6,"BA+60  ","","",,,2254
"10","62240","1062240",7,"BA+60+MA  ","","",,,2255
"10","62240","1062240",8,"BA+75  ","","",,,2256
"10","62240","1062240",9,"BA+75+MA  ","","",,,2257
"10","62240","1062240",10,"BA+90  ","","",,,2258
"10","62240","1062240",11,"BA+90+MA  ","","",,,2259
"10","62257","1062257",1,"BA+30        ","","","","",1691
"10","62257","1062257",2,"BA+45       ","","","","",1692
"10","62257","1062257",3,"BA+60               ","         ","","","",1693
"10","62257","1062257",4,"BA+75               ","              ","","","",1694
"10","62257","1062257",5,"BA+90               ","        ","","","",1695
"10","62265","1062265",1,"NON-CRED    ","","","","",3209
"10","62265","1062265",2,"BA+30      ","","","","",3210
"10","62265","1062265",3,"BA+45 ","OR","MA","","",3211
"10","62265","1062265",4,"BA+60     ","OR","MA+15 ","","",3212
"10","62265","1062265",5,"BA+75      ","OR","MA+30","","",3213
"10","62281","1062281",1,"BA+30          ","","",,,2696
"10","62281","1062281",2,"BA+45          ","","",,,2697
"10","62281","1062281",3,"BA+60              ","","",,,2698
"10","62281","1062281",4,"BA+75               "," ","",,,2699
"10","62372","1062372",1,"BA ","","","","",4469
"10","62372","1062372",2,"BA+15","","","","",4470
"10","62372","1062372",3,"BA+30","","","","",4471
"10","62372","1062372",4,"BA+45  ","","","","",4472
"10","62372","1062372",5,"BA+60","","","","",4473
"10","62372","1062372",6,"BA+75","","","","",4474
"10","62414","1062414",1,"BA                  ","                ","",,,3248
"10","62414","1062414",2,"BA+30               ","                    ","         ",,,3249
"10","62414","1062414",3,"BA+45               ","             ","",,,3250
"10","62414","1062414",4,"BA+60               ","           ","",,,3251
"10","62414","1062414",5,"BA+75               ","                    "," ",,,3252
"10","62430","1062430",1,"BA","","","","",4649
"10","62430","1062430",2,"BA+30  ","","","","",4650
"10","62430","1062430",3,"BA+45  ","","","","",4651
"10","62430","1062430",4,"BA+60","","","","",4652
"10","62430","1062430",5,"BA+75","","","","",4653
"10","62430","1062430",6,"BA+75+MA","","","","",4654
"10","73809","1073809",1,"BA  ","","","","",4475
"10","73809","1073809",2,"BA+15  ","","","","",4476
"10","73809","1073809",3,"BA+30","","","","",4477
"10","73809","1073809",4,"BA+45    ","","","","",4478
"10","73809","1073809",5,"BA+60 ","","","","",4479
"10","73965","1073965",1,"INTERN              ","                    ","                    ","","",1212
"10","73965","1073965",2,"BA+30               ","                    ","                    ","","",1213
"10","73965","1073965",3,"BA+45               ","                    ","                    ","","",1214
"10","73965","1073965",4,"BA+60               ","                    ","            ","","",1215
"10","73965","1073965",5,"BA+75               ","                    ","     ","","",1216
"10","73999","1073999",1,"BA              ","","",,,2683
"10","73999","1073999",2,"BA+30      ","","",,,2684
"10","73999","1073999",3,"BA+45      ","","",,,2685
"10","73999","1073999",4,"BA+60    ","","",,,2686
"10","73999","1073999",5,"BA+75        ","","",,,2687
"10","73999","1073999",6,"BA+90               ","                 ","",,,2688
"10","75127","1075127",1,"BA                  ","                  ","","","",4041
