"county","district","cds","ts2_col","ts2_col1","ts2_col1a","ts2_col2","ts2_col3","ts2_col3a","ts2_id"
"31","66886","3166886",3,"BA+45               ","                   ","","","",3031
"31","66886","3166886",4,"BA+60               ","                 ","","","",3032
"31","66886","3166886",5,"BA+75               ","                    ","         ","","",3033
"31","66894","3166894",1,"CTE  ","DSC","","","",1725
"31","66894","3166894",2,"PERMIT/   ","INTERN ","","","",1714
"31","66894","3166894",3,"BA+CRED             ","       ","","","",1715
"31","66894","3166894",4,"BA+45              ","","","","",1716
"31","66894","3166894",5,"BA+60               "," ","","","",1717
"31","66894","3166894",6,"BA+75+MA            ","                    ","        ","","",1718
"31","66910","3166910",1,"EMERG ","CRED OR","INTERN","","",1551
"31","66910","3166910",2,"BA     ","","","","",1553
"31","66910","3166910",3,"BA+15   ","","","","",1554
"31","66910","3166910",4,"BA+30      ","","","","",1556
"31","66910","3166910",5,"BA+45    ","","","","",1558
"31","66910","3166910",6,"BA+60   ","","","","",1560
"31","66928","3166928",1,"BA+30               ","               ","","","",431
"31","66928","3166928",2,"BA+45              ","","","","",432
"31","66928","3166928",3,"BA+60            ","","","","",433
"31","66928","3166928",4,"BA+75              ","","","","",434
"31","66928","3166928",5,"BA+90","OR","MA+75","","",435
"31","66944","3166944",1,"PROV ","PERMIT","","","PV PM",2533
"31","66944","3166944",2,"BA+30  ","","","","",2534
"31","66944","3166944",3,"BA+45  ","","","","",2535
"31","66944","3166944",4,"BA+60  ","","","","",2536
"31","66944","3166944",5,"BA+75    ","","","","",2537
"31","66944","3166944",6,"BA+90  ","","","","",2538
"31","75085","3175085",1,"INTERN/    ","EMERG","","","",3984
"31","75085","3175085",2,"BA    ","","","","",3985
"31","75085","3175085",3,"BA+15      ","","","","",3986
"31","75085","3175085",4,"BA+30    ","","","","",3987
"31","75085","3175085",5,"BA+45    ","","","","",3988
"31","75085","3175085",6,"BA+60      ","","","","",3989
"31","75085","3175085",7,"BA+75+MA    ","","","","",3990
"32","66969","3266969",1,"BA     ","NON-CRED","","","",852
"32","66969","3266969",2,"BA+15    ","NON-CRED","","","",853
"32","66969","3266969",3,"CRED       "," ","","","",859
"32","66969","3266969",4,"BA+45","CRED","","","",860
"32","66969","3266969",5,"BA+60  ","OR MA","CRED","","",862
"32","66969","3266969",6,"BA+75 OR","MA+15 OR","PHD OR EDD","","",866
"33","10330","3310330",1,"BA    ","PERMIT","185 DAYS","","",3938
"33","10330","3310330",2,"BA+15 ","PERMIT","185 DAYS","","",3939
"33","10330","3310330",3,"BA+45 ","PERMIT","185 DAYS","","",3940
"33","10330","3310330",4,"MA ","PERMIT","185 DAYS","","",3941
"33","10330","3310330",5,"BA ","PERMIT","210 DAYS","","",3942
"33","10330","3310330",6,"MA ","PERMIT","210 DAYS","","",3943
"33","10330","3310330",7,"BA ","VOC ED ","185 DAYS","","",3944
"33","10330","3310330",8,"BA+15","VOC ED ","185 DAYS","","",3945
"33","10330","3310330",9,"BA+30","VOC ED ","185 DAYS","","",3946
"33","10330","3310330",10,"BA","185 DAYS","","","",3947
"33","10330","3310330",11,"BA+15  ","185 DAYS","","","",3948
"33","10330","3310330",12,"BA+30 ","185 DAYS","","","",3949
"33","10330","3310330",13,"BA+45 ","185 DAYS","","","",3950
"33","10330","3310330",14,"MA ","185 DAYS","","","",3951
"33","10330","3310330",15,"BA+60+MA ","OR","MA+15","","",3952
"33","10330","3310330",16,"BA+75+MA   ","OR MA+30","OR PHD","","",3953
"33","10330","3310330",17,"BA  ","SPEC ED","220 DAYS","","",3954
"33","10330","3310330",18,"BA+45","SPEC ED","220 DAYS","","",3955
"33","10330","3310330",19,"BA+60+MA ","OR MA+15","SPEC ED","","",3956
"33","10330","3310330",20,"BA+75+MA ","OR MA+30","SPEC ED","","",3957
"33","66977","3366977",1,"BA   ","NON-CRED","","","",2335
"33","66977","3366977",2,"BA<45  ","CRED","","","",2336
"33","66977","3366977",3,"BA+45 ","OR","MA","","",2337
"33","66977","3366977",4,"BA+60+MA    ","","","","",2338
"33","66977","3366977",5,"BA+75+MA    ","","","","",2339
"33","66993","3366993",1,"BA  ","","","","",1018
"33","66993","3366993",2,"BA+30      ","","","","",1022
"33","66993","3366993",3,"BA+45    ","","","","",1023
"33","66993","3366993",4,"BA+60    ","OR","MA","","",1024
"33","66993","3366993",5,"BA+75+MA","OR","MA+15","","",1025
"33","67033","3367033",1,"BA   ","TO","45","","",1981
"33","67033","3367033",2,"BA+45","OR","MA","","",2260
"33","67033","3367033",3,"BA+60+MA","OR","MA+15","","",2261
"33","67033","3367033",4,"BA+75+MA ","OR","MA+30","","",2266
"33","67041","3367041",1,"BA                  ","    ","","","",3237
"33","67041","3367041",2,"BA+30        ","","","","",3238
"33","67041","3367041",3,"BA+45","OR","MA","","",3239
"33","67041","3367041",4,"BA+60+MA    ","OR","MA+15","","",3240
"33","67041","3367041",5,"BA+75+MA","OR","MA+30","","",3241
"33","67058","3367058",1,"BA      ","","","","",1599
"33","67058","3367058",2,"BA+30","","","","",1600
"33","67058","3367058",3,"BA+45","OR","MA","","",1601
"33","67058","3367058",4,"BA+60  ","","","","",1602
"33","67058","3367058",5,"BA+75","","","","",1604
"33","67058","3367058",6,"BA+90+MA ","OR PHD","","","",1605
"33","67082","3367082",1,"BA      ","","","","",3502
"33","67082","3367082",2,"BA+15  ","","","","",3503
"33","67082","3367082",3,"BA+30    ","","","","",3504
"33","67082","3367082",4,"BA+45","OR","MA","","",3505
"33","67082","3367082",5,"BA+60+MA","OR","MA+15","","",3506
"33","67082","3367082",6,"BA+75+MA","OR","MA+30","","",3507
"33","67082","3367082",7,"BA+90+MA","OR MA+45 ","OR PHD","","",3508
"33","67090","3367090",1,"BA            ","TO","44","","",1026
"33","67090","3367090",2,"BA+45   ","OR","MA","","",1027
"33","67090","3367090",3,"BA+60               "," ","","","",1028
"33","67090","3367090",4,"BA+60+MA          ","","","","",1029
"33","67090","3367090",5,"BA+75+MA          ","","","","",1030
"33","67116","3367116",1,"EMERG/ ","INTERN/","PERMIT","","",4054
"33","67116","3367116",2,"BA    ","","","","",4055
"33","67116","3367116",3,"BA+30    ","","","","",4056
"33","67116","3367116",4,"BA+45    ","OR","MA","","",4057
"33","67116","3367116",5,"BA+60+MA","OR","MA+15","","",4058
"33","67116","3367116",6,"BA+75+MA","OR","MA+30","","",4059
"33","67116","3367116",7,"BA+90+MA","OR","MA+45","","",4061
"33","67124","3367124",1,"BA        ","","","","",3667
"33","67124","3367124",2,"BA+15    ","","","","",3668
"33","67124","3367124",3,"BA+30    ","","","","",3669
"33","67124","3367124",4,"BA+45","OR","MA","","",3670
"33","67124","3367124",5,"BA+60+MA  ","OR","MA+15","","",3671
"33","67124","3367124",6,"BA+75+MA","OR","MA+30","","",3672
"33","67157","3367157",1,"BA+15               "," ","","","",2046
"33","67157","3367157",2,"BA+30               "," ","","","",2047
"33","67157","3367157",3,"BA+45","OR","MA","","",2048
"33","67157","3367157",4,"BA+60","OR","MA+15","","",2049
"33","67157","3367157",5,"BA+75+MA","OR","MA+30","","",2050
"33","67173","3367173",1,"BA    ","","","","",371
"33","67173","3367173",2,"BA+26  ","","","","",373
"33","67173","3367173",3,"BA+40   ","","","","",374
"33","67173","3367173",4,"BA+54  ","OR","MA","","",375
"33","67173","3367173",5,"BA+68","OR ","MA+30","","",376
"33","67173","3367173",6,"BA+82+MA","OR","MA+45 ","","",377
"33","67181","3367181",1,"BA                  ","  ","","","",2005
"33","67181","3367181",2,"BA+30            ","","","","",2006
"33","67181","3367181",3,"BA+45","OR","MA","","",2007
"33","67181","3367181",4,"BA+60+MA","OR","MA+15","","",2008
"33","67181","3367181",5,"BA+75+MA","OR","MA+30","","",2009
"33","67199","3367199",1,"BA                  ","             ","","","",4310
"33","67199","3367199",2,"BA+15               ","     ","","","",4311
"33","67199","3367199",3,"BA+30               ","                    ","         ","","",4312
"33","67199","3367199",4,"BA+45    ","OR","MA","","",4313
"33","67199","3367199",5,"BA+60     ","OR","MA+15","","",4314
"33","67199","3367199",6,"BA+75   ","OR","MA+30","","",4315
"33","67207","3367207",1,"BA<45","OR","MA","","",495
"33","67207","3367207",2,"BA+45","OR","MA+15","","",496
"33","67207","3367207",3,"BA+60 ","OR","MA+30","","",497
"33","67207","3367207",4,"BA+75+MA","OR","MA+45","","",498
"33","67215","3367215",1,"BA            ","TO","44","","",4604
"33","67215","3367215",2,"BA+45 ","OR","MA","","",4605
"33","67215","3367215",3,"BA+60 ","OR","MA+15 ","","",4606
"33","67215","3367215",4,"BA+75+MA  ","OR","MA+30","","",4607
"33","67231","3367231",1,"BA          ","","","","",458
"33","67231","3367231",2,"BA+30        ","","","","",459
"33","67231","3367231",3,"BA+45  ","","","","",460
"33","67231","3367231",4,"BA+60  ","","","","",462
"33","67231","3367231",5,"BA+75+MA","","","","",894
"33","67249","3367249",1,"BA    ","","","","",598
"33","67249","3367249",2,"BA+15  ","","","","",599
"33","67249","3367249",3,"BA+30  ","","","","",600
"33","67249","3367249",4,"BA+45","OR","MA","","",601
"33","67249","3367249",5,"BA+60+MA  ","OR","MA+15","","",602
"33","67249","3367249",6,"BA+75+MA   ","OR","MA+30","","",603
"33","73676","3373676",1,"BA        ","","","","",2828
"33","73676","3373676",2,"BA+15      ","","","","",2829
"33","73676","3373676",3,"BA+30      ","","","","",2830
"33","73676","3373676",4,"BA+45","OR","MA","","",2831
"33","73676","3373676",5,"BA+60+MA      ","","","","",2832
"33","73676","3373676",6,"BA+75+MA        ","","","","",2833
"33","75176","3375176",1,"INTERN              ","                    ","    ","","",3011
"33","75176","3375176",2,"BA                  ","        ","","","",3012
"33","75176","3375176",3,"BA+30               ","             ","","","",3013
"33","75176","3375176",4,"BA+45 ","OR","MA","","",3014
"33","75176","3375176",5,"BA+60+MA  ","OR","MA+15","","",3015
"33","75176","3375176",6,"BA+75+MA  ","OR","MA+30","","",3016
"33","75192","3375192",1,"BA","","","","",2920
"33","75192","3375192",2,"BA+15","","","","",2921
"33","75192","3375192",3,"BA<45","","","","",2922
"33","75192","3375192",4,"BA+45","OR","MA","","",2923
"33","75192","3375192",5,"BA+60","OR","MA+15","","",2925
"33","75192","3375192",6,"BA+75+MA","OR","MA+30","","",2927
"33","75200","3375200",1,"BA","","","","",2414
"33","75200","3375200",2,"BA+15  ","","","","",2420
"33","75200","3375200",3,"BA+30  ","","","","",2426
"33","75200","3375200",4,"BA+45","OR","MA","","",2659
"33","75200","3375200",5,"BA+60","OR","MA+15","","",2665
"33","75200","3375200",6,"BA+75  ","OR","MA+30","","",2666
"33","75200","3375200",7,"BA+75+MA","OR  ","MA+45","","",2667
"33","75242","3375242",1,"BA+15               ","         ","","","",2457
"33","75242","3375242",2,"BA+30        ","","","","",2458
"33","75242","3375242",3,"BA+45    ","OR","MA","","",2459
"33","75242","3375242",4,"BA+60  ","OR","MA+15","","",2460
"33","75242","3375242",5,"BA+75+MA ","OR","MA+30","","",2461
"34","10348","3410348",1,"BA+CRED    ","","","","",1012
"34","10348","3410348",2,"BA+36","OR","MA","","",1013
"34","10348","3410348",3,"BA+48","OR","MA+12","","",1014
"34","10348","3410348",4,"BA+60","OR","MA+24","","",1015
"34","10348","3410348",5,"BA+72","OR","MA+36","","",1016
"34","10348","3410348",6,"BA+84    ","OR","MA+48","","",1017
"34","67280","3467280",1,"BA                ","","","","",1483
"34","67280","3467280",2,"BA+30               ","           ","","","",1484
"34","67280","3467280",3,"BA+45            ","","","","",1485
"34","67280","3467280",4,"BA+60          ","","","","",1486
"34","67280","3467280",5,"BA+75               "," ","","","",1487
"34","67314","3467314",1,"BA                  ","                    ","","","",25
"34","67314","3467314",2,"BA+15               ","               ","","","",26
"34","67314","3467314",3,"BA+30               ","                 ","","","",27
"34","67314","3467314",4,"BA+45    ","OR","MA","","",28
"34","67314","3467314",5,"BA+60   ","OR","BA+45+MA","","",29
"34","67314","3467314",6,"BA+75   ","OR","BA+60+MA","","",30
"34","67314","3467314",7,"BA+90   ","OR","BA+75+MA","","",31
"34","67314","3467314",8,"BA+95   ","OR","BA+80+MA","","",32
"34","67330","3467330",1,"INTERN/   ","EMERG   ","","","",647
"34","67330","3467330",2,"BA+CRED        ","","","","",648
"34","67330","3467330",3,"BA+45  ","OR","MA","","",649
"34","67330","3467330",4,"BA+60 ","OR","MA+10","","",650
"34","67330","3467330",5,"BA+75 OR","BA+60+MA ","OR MA+20","","",651
"34","67348","3467348",1,"BA                ","","",,,2742
"34","67348","3467348",2,"BA+30               ","             ","",,,2743
"34","67348","3467348",3,"BA+45               ","   ","",,,2744
"34","67348","3467348",4,"BA+60               ","   ","",,,2745
"34","67348","3467348",5,"BA+75               ","                 ","",,,2746
"34","67348","3467348",6,"BA+90               ","                    ","       ",,,2747
"34","67355","3467355",1,"BA    ","EMERG","","","",4254
"34","67355","3467355",2,"BA+CRED             ","                    ","               ","","",4255
"34","67355","3467355",3,"BA+45+CRED          ","                    ","      ","","",4256
"34","67355","3467355",4,"BA+60+CRED          ","                    ","                ","","",4257
"34","67355","3467355",5,"BA+75+CRED          ","                    ","                    ","","",4258
"34","67413","3467413",1,"BA              ","","","","",1537
"34","67413","3467413",2,"BA+30        ","","","","",1538
"34","67413","3467413",3,"BA+45        ","","","","",1539
"34","67413","3467413",4,"BA+60","OR","BA+45+MA","","",1540
"34","67413","3467413",5,"BA+75","OR","BA+60+MA","","",1541
"34","67439","3467439",1,"BA         ","NON-CRED ","","","",2511
"34","67439","3467439",2,"BA+45","OR MA","NON-CRED ","","",2512
"34","67439","3467439",3,"BA+60  ","OR MA+12 ","NON-CRED ","","",2513
"34","67439","3467439",4,"BA        ","","","","",2514
"34","67439","3467439",5,"BA+45","OR","MA","","",2515
"34","67439","3467439",6,"BA+60  ","OR","MA+12","","",2516
"34","67439","3467439",7,"BA+75    ","OR","MA+24","","",2517
"34","67439","3467439",8,"BA+90    ","OR","MA+39","","",2518
"34","67447","3467447",1,"BA<30","  ","","","",3000
"34","67447","3467447",2,"BA+30   ","OR","MA","","",3001
"34","67447","3467447",3,"BA+45    ","OR","MA+15","","",3002
"34","67447","3467447",4,"BA+75 OR","BA+60+MA","OR MA+30 ","","",3003
"34","67447","3467447",5,"CONTINUING","EDUCATION","","","",3004
"34","73973","3473973",1,"BA                  ","  ","","","",1257
"34","73973","3473973",2,"BA+36          ","","","","",1258
"34","73973","3473973",3,"BA+48          ","","","","",1259
"34","73973","3473973",4,"BA+60          ","","","","",1260
"34","73973","3473973",5,"BA+72               ","   ","","","",1261
"34","75283","3475283",1,"PERMIT/  ","INTERN/","WAIVER","","",2117
"34","75283","3475283",2,"BA+CRED  ","","","","",2118
"34","75283","3475283",3,"BA+60","OR","MA+15","","",2119
"34","75283","3475283",4,"BA+75","OR","MA+30","","",2120
"34","75283","3475283",5,"BA+90","OR","MA+45","","",2121
"34","76505","3476505",1,"BA        ","CRED  ","","","",4035
"34","76505","3476505",2,"BA+45          ","","","","",4036
"34","76505","3476505",3,"BA+60            ","","","","",4037
"34","76505","3476505",4,"BA+75            ","","","","",4038
"34","76505","3476505",5,"BA+90               ","       ","","","",4039
"35","10355","3510355",1,"BA+30  ","","","","",967
"35","10355","3510355",2,"BA+45 ","","","","",972
"35","10355","3510355",3,"BA+60   ","OR","MA+15","","",973
"35","10355","3510355",4,"BA+75   ","OR","MA+30","","",974
"35","67504","3567504",1,"BA                  ","                    ","      ","","",3349
"35","67504","3567504",2,"BA+15               ","               ","","","",3350
"35","67504","3567504",3,"BA+30               ","                    "," ","","",3351
"35","67504","3567504",4,"BA+45","OR","BA+30+MA","","",3352
"35","67504","3567504",5,"BA+60","OR","BA+45+MA","","",3353
"35","67504","3567504",6,"BA+75  ","OR","BA+60+MA","","",3354
"35","67538","3567538",1,"BA+PARTIAL","OR SPEC","CRED","","",3645
"35","67538","3567538",2,"BA+30+CRED          ","","","","",3646
"35","67538","3567538",3,"BA+42+CRED      ","OR","BA+30+MA+CRED ","","",3647
"35","67538","3567538",4,"BA+54+CRED ","OR","BA+42+MA+CRED ","","",3648
"35","67538","3567538",5,"BA+65+CRED","OR","BA+54+MA+CRED  ","","",3649
"35","67538","3567538",6,"BA+66+MA+CRED       ","           ","","","",3650
"35","75259","3575259",1,"BA      ","","",,,5166
"35","75259","3575259",2,"BA+30               ","                ","",,,5167
"35","75259","3575259",3,"BA+45               ","                    ","   ",,,5168
"35","75259","3575259",4,"BA+60               ","                    ","         ",,,5169
"35","75259","3575259",5,"BA+75               ","                    ","         ",,,5170
"36","10363","3610363",1,"BA      ","","","","",3880
"36","10363","3610363",2,"BA+15  ","","","","",3881
"36","10363","3610363",3,"BA+30  ","","","","",3882
"36","10363","3610363",4,"BA+45    ","","","","",3883
"36","10363","3610363",5,"BA+60          ","","","","",3885
"36","10363","3610363",6,"BA+75            ","","","","",3891
"36","67587","3667587",1,"BA      ","","","","",3317
"36","67587","3667587",2,"BA+15    ","","","","",3318
"36","67587","3667587",3,"BA+30    ","","","","",3319
"36","67587","3667587",4,"BA+45  ","","","","",3320
"36","67587","3667587",5,"BA+60    ","","","","",3321
"36","67595","3667595",1,"BA      ","","",,,405
"36","67595","3667595",2,"BA+30    ","","",,,406
"36","67595","3667595",3,"BA+45        ","","",,,407
"36","67595","3667595",4,"BA+60          ","","",,,408
"36","67595","3667595",5,"MA+60    ","","",,,409
"36","67611","3667611",1,"BA  ","","","","",2924
"36","67611","3667611",2,"BA+15","","","","",2926
"36","67611","3667611",3,"BA+30","OR","CRED","","",2928
"36","67611","3667611",4,"BA+45+CRED","OR","MA+CRED","","",2935
"36","67611","3667611",5,"BA+60+CRED+MA","","","","",2953
"36","67637","3667637",1,"BA+15      ","","","","",4768
"36","67637","3667637",2,"BA+30  ","","","","",4769
"36","67637","3667637",3,"BA+45  ","OR","MA","","",4770
"36","67637","3667637",4,"BA+60 ","OR","MA+15  ","","",4771
"36","67637","3667637",5,"BA+75+MA  ","OR","MA+30","","",4772
"36","67645","3667645",1,"BA  ","","","","",3391
"36","67645","3667645",2,"BA+15  ","","","","",3392
"36","67645","3667645",3,"BA+30  ","","","","",3393
"36","67645","3667645",4,"BA+45  ","OR","MA","","",3394
"36","67645","3667645",5,"BA+60 ","OR","MA+15","","",3395
"36","67645","3667645",6,"BA+60","OR","MA+30","","",3396
"36","67645","3667645",7,"MA+45  ","","","","",3397
"36","67652","3667652",1,"BA                  ","                ","","","",2212
"36","67652","3667652",2,"BA+15               ","      ","","","",2213
"36","67652","3667652",3,"BA+30               ","                 ","","","",2214
"36","67652","3667652",4,"BA+45    ","OR","MA","","",2215
"36","67652","3667652",5,"BA+60 OR ","BA+45+MA","OR MA+15 ","","",2216
"36","67652","3667652",6,"BA+75 OR ","BA+60+MA","OR MA+30   ","","",2217
"36","67678","3667678",1,"BA      ","","","","",2445
"36","67678","3667678",2,"BA+15    ","","","","",2446
"36","67678","3667678",3,"BA+30   ","","","","",2447
"36","67678","3667678",4,"BA+45","OR","MA","","",2448
"36","67678","3667678",5,"BA+65 OR","BA+60+MA ","OR MA+15 ","","",2449
"36","67686","3667686",1,"NON-CRED  ","","","","",2151
"36","67686","3667686",2,"BA+CRED  ","","","","",2152
"36","67686","3667686",3,"BA+45","OR","MA+15  ","","",2153
"36","67686","3667686",4,"BA+60","OR","MA+30","","",2154
"36","67686","3667686",5,"BA+75+MA","OR","MA+45","","",2155
"36","67694","3667694",1,"BA   ","OR","CRED","","",1394
"36","67694","3667694",2,"BA+30               ","   ","","","",1395
"36","67694","3667694",3,"BA+45 ","OR","MA","","",1396
"36","67694","3667694",4,"BA+60","OR","MA+15","","",1397
"36","67694","3667694",5,"BA+75+MA","OR","MA+30","","",1398
"36","67694","3667694",6,"BA+90+MA","OR","MA+45","","",1399
"36","67702","3667702",1,"BA          ","","",,,1292
"36","67702","3667702",2,"BA+30          ","","",,,1293
"36","67702","3667702",3,"BA+45          ","","",,,1294
"36","67702","3667702",4,"BA+60            ","","",,,1295
"36","67702","3667702",5,"BA+75+MA            ","","",,,1296
"36","67710","3667710",1,"BA ","NON-CRED ","","","",975
"36","67710","3667710",2,"BA+CRED    ","","","","",976
"36","67710","3667710",3,"BA+30        ","","","","",977
"36","67710","3667710",4,"BA+45","OR","MA","","",978
"36","67710","3667710",5,"BA+60+MA","OR","BA+70","","",979
"36","67736","3667736",1,"INTERN  ","","","","",3877
"36","67736","3667736",2,"BA+CRED   ","","","","",3878
"36","67736","3667736",3,"BA+15      ","","","","",3879
"36","67736","3667736",4,"BA+30  ","","","","",3884
"36","67736","3667736",5,"BA+45","OR","MA","","",3892
"36","67736","3667736",6,"BA+75  ","OR","MA+15","","",3893
"36","67777","3667777",1,"BA    ","","","","",2912
"36","67777","3667777",2,"BA+36","OR","MA","","",2913
"36","67777","3667777",3,"BA+48 ","OR","MA+12 ","","",2914
"36","67777","3667777",4,"BA+60","OR","MA+24","","",2915
"36","67777","3667777",5,"BA+72","OR","MA+36","","",2916
"36","67777","3667777",6,"BA+72+MA","OR","PHD","","",2917
"36","67785","3667785",1,"BA+15              ","","","","",2308
"36","67785","3667785",2,"BA+30            ","","","","",2309
"36","67785","3667785",3,"BA+45","OR","MA","","",2310
"36","67785","3667785",4,"BA+60 OR","BA+45+MA","OR MA+15","","",2311
"36","67785","3667785",5,"BA+60+MA","OR","MA+30","","",2312
"36","67801","3667801",1,"BA                  ","  ","","","",1117
"36","67801","3667801",2,"BA+15               ","       ","","","",1118
"36","67801","3667801",3,"BA+30 ","OR","MA","","",1119
"36","67801","3667801",4,"BA+45+MA ","OR","MA+15","","",1120
"36","67801","3667801",5,"BA+60+MA    ","OR","MA+30","","",1121
"36","67801","3667801",6,"MA+45               ","       ","","","",1122
"36","67819","3667819",1,"BA    ","","",,,283
"36","67819","3667819",2,"BA+15    ","","",,,284
"36","67819","3667819",3,"BA+30      ","","",,,285
"36","67819","3667819",4,"BA+45    ","","",,,286
"36","67819","3667819",5,"BA+60    ","","",,,287
"36","67819","3667819",6,"BA+75      ","","",,,288
"36","67827","3667827",1,"PIP/STIP","INTERN","","","",3074
"36","67827","3667827",2,"PRELIM","","","","",3075
"36","67827","3667827",3,"BA/BS","CRED","","","",3078
"36","67827","3667827",4,"MA/MS ","CRED","","","",3084
"36","67843","3667843",1,"BA ","TO","15","","",2552
"36","67843","3667843",2,"BA+30","OR","MA","","",2553
"36","67843","3667843",3,"BA+45","OR","MA+15","","",2554
"36","67843","3667843",4,"BA+60+MA/PHD","OR MA+30","","","",2555
"36","67843","3667843",5,"BA+80+MA/PHD  ","OR MA+50","","","",2556
"36","67850","3667850",1,"CTE   ","NO BA ","","","",4868
"36","67850","3667850",2,"BA                  ","  ","","","",4869
"36","67850","3667850",3,"BA+30        ","OR","MA","","",4870
"36","67850","3667850",4,"BA+45               ","                    ","                  ","","",4871
"36","67850","3667850",5,"BA+60+MA            ","          ","","","",4872
"36","67868","3667868",1,"BA+15","CRED ","","","",4594
"36","67868","3667868",2,"BA+30+CRED","OR  ","MA+CRED","","",4595
"36","67868","3667868",3,"BA+45+CRED","OR ","MA+30+CRED","","",4596
"36","67868","3667868",4,"BA+60+MA","OR PHD","CRED","","",4597
"36","67868","3667868",5,"BA+75+MA ","OR PHD","CRED","","",4598
"36","67876","3667876",1,"BA    ","","","","",1569
"36","67876","3667876",2,"BA+CRED  ","","","","",1570
"36","67876","3667876",3,"BA+30  ","OR","MA","","",1571
"36","67876","3667876",4,"BA+45","OR","MA+15","","",1577
"36","67876","3667876",5,"BA+60+MA ","OR ","MA+30","","",1578
"36","67892","3667892",1,"BA      ","","","","",3428
"36","67892","3667892",2,"BA+20    ","  ","","","",3429
"36","67892","3667892",3,"BA+40","OR","MA","","",3430
"36","67892","3667892",4,"BA+60  ","OR","MA+15","","",3431
"36","67892","3667892",5,"BA+80 ","OR ","MA+30","","",3432
"36","67918","3667918",1,"BA ","INTERN","OR EMERG","","",2970
"36","67918","3667918",2,"BA ","PRELIM","CRED","","",2971
"36","67918","3667918",3,"BA+30    ","","","","",2973
"36","67918","3667918",4,"BA+45      ","OR","MA ","","",2974
"36","67918","3667918",5,"BA+60 ","OR","MA+15","","",2985
"36","67934","3667934",1,"BA        ","","","","",3126
"36","67934","3667934",2,"BA+18  ","","","","",3127
"36","67934","3667934",3,"BA+36  ","","","","",3128
"36","67934","3667934",4,"BA+54  ","","","","",3129
"36","67934","3667934",5,"MA  ","","","","",3130
"36","67959","3667959",1,"BA                  ","                    ","   ","","",1832
"36","67959","3667959",2,"BA+15               ","                    "," ","","",1833
"36","67959","3667959",3,"BA+30               ","                    ","       ","","",1834
"36","67959","3667959",4,"BA+45               ","                    ","   ","","",1835
"36","67959","3667959",5,"BA+60 OR ","BA+45+MA","OR MA+15","","",1836
"36","67959","3667959",6,"BA+75+MA ","OR","MA+30","","",1837
"36","73858","3673858",1,"BA  ","","","","",74
"36","73858","3673858",2,"BA+30  ","","","","",80
"36","73858","3673858",3,"BA+45    ","","","","",92
"36","73858","3673858",4,"BA+60  ","OR","MA","","",101
"36","73890","3673890",1,"BA  ","","","","",2805
"36","73890","3673890",2,"BA+15","","","","",2806
"36","73890","3673890",3,"BA+30","","","","",2807
"36","73890","3673890",4,"BA+45","OR","MA","","",2808
"36","73890","3673890",5,"BA+75","OR","BA+60+MA","","",2809
"36","73957","3673957",1,"BA            ","","","","",3657
"36","73957","3673957",2,"BA+15            ","","","","",3658
"36","73957","3673957",3,"BA+30          ","","","","",3659
"36","73957","3673957",4,"BA+45+MA          ","","","","",3660
"36","73957","3673957",5,"BA+60+MA            ","","","","",3661
"36","75044","3675044",1,"EMER  ","","","","",2996
"36","75044","3675044",2,"INTERN  ","","","","",2997
"36","75044","3675044",3,"BA    ","","","","",2998
"36","75044","3675044",4,"BA+45","","","","",2999
"36","75044","3675044",5,"BA+66       ","OR","MA","","",3009
"36","75044","3675044",6,"MA+15","OR","PHD","","",3010
"36","75051","3675051",1,"BA","","","","",4297
"36","75051","3675051",2,"BA+30","","","","",4298
"36","75051","3675051",3,"BA+45  ","","","","",4299
"36","75051","3675051",4,"BA+60","","","","",4301
"36","75069","3675069",1,"BA TO ","BA+30 ","","","",4515
"36","75069","3675069",2,"BA+45   ","OR ","MA","","",4516
"36","75069","3675069",3,"BA+60","OR","BA+45+MA","","",4517
"36","75069","3675069",4,"BA+60+MA ","OR","MA+30","","",4518
"36","75077","3675077",1,"EMERG  ","CRED","INTERN ","","",1861
"36","75077","3675077",2,"DSC","","","","",1868
"36","75077","3675077",3,"BA+","PRELIM/","CLEAR","","",1862
"36","75077","3675077",4,"BA+30","PRELIM/","CLEAR","","",1864
"36","75077","3675077",5,"BA+45","PRELIM/","CLEAR","","",1866
"36","75077","3675077",6,"BA+70+MA","PRELIM/","CLEAR","","",1867
"37","10371","3710371",1,"BA","OR","BA+CRED","","",3366
"37","10371","3710371",2,"BA+30","","","","",3367
"37","10371","3710371",3,"BA+45","OR","MA","","",3368
"37","10371","3710371",4,"BA+60 ","OR","MA+15","","",3369
"37","10371","3710371",5,"BA+75","OR","MA+30","","",3370
"37","10371","3710371",6,"BA+90 ","OR MA+45 ","OR PHD","","",3371
"37","67967","3767967",1,"BA           ","TO          ","30","","",2852
"37","67967","3767967",2,"BA+45    ","OR","MA","","",2853
"37","67967","3767967",3,"BA+60","OR","MA+12 ","","",2854
"37","67967","3767967",4,"BA+80   ","OR","MA+24","","",2855
"37","67967","3767967",5,"MA+36    ","OR","PHD","","",2856
"37","67991","3767991",1,"BA                  ","                    ","","","",2962
"37","67991","3767991",2,"BA+15               ","                    ","   ","","",2963
"37","67991","3767991",3,"BA+30  ","","","","",3034
"37","67991","3767991",4,"BA+45  ","OR","MA","","",3035
"37","67991","3767991",5,"BA+60   ","OR","MA+24","","",3036
